,dsstox_substance_id,med,mad,ntst,nhit,burstpct,used_in_global_mad_calc,global_mad,cyto_pt,cyto_pt_um,lower_bnd_um
23,DTXSID0020284,1.618385097194266,0.2514355993977498,71.0,44.0,0.6197183098591549,True,0.1765603253086648,1.618385097194266,41.532215347385126,12.266032788407548
24,DTXSID0020286,0.2495539949596658,0.2794255621025897,73.0,4.0,0.0547945205479452,True,0.1765603253086648,0.2495539949596658,1.7764541175276622,0.5246540371236857
25,DTXSID0020288,1.337847886561007,0.05099680543497227,71.0,11.0,0.15492957746478872,True,0.1765603253086648,1.337847886561007,21.76947154058959,6.429347663487659
26,DTXSID0020311,1.5913794465251858,0.0,73.0,1.0,0.0136986301369863,False,0.1765603253086648,3.0,1000.0,295.33779226105804
27,DTXSID0020315,,,70.0,0.0,0.0,False,0.1765603253086648,3.0,1000.0,295.33779226105804
28,DTXSID0020319,0.687027323830295,0.5741311193291837,69.0,67.0,0.9710144927536232,True,0.1765603253086648,0.687027323830295,4.864378091796344,1.43663468635419
29,DTXSID0020361,1.9333836446121964,0.0,68.0,1.0,0.014705882352941176,False,0.1765603253086648,3.0,1000.0,295.33779226105804
30,DTXSID0020363,1.440170969862621,0.003232515428589635,70.0,5.0,0.07142857142857142,True,0.1765603253086648,1.440170969862621,27.553131813205155,8.13748111958993
31,DTXSID0020365,1.004945037035498,0.3134126462833634,69.0,34.0,0.4927536231884058,True,0.1765603253086648,1.004945037035498,10.11451439998018,2.9871983526828254
32,DTXSID0020367,,,70.0,0.0,0.0,False,0.1765603253086648,3.0,1000.0,295.33779226105804
33,DTXSID0020369,1.6203290034391546,0.0,69.0,1.0,0.014492753623188406,False,0.1765603253086648,3.0,1000.0,295.33779226105804
34,DTXSID0020440,,,73.0,0.0,0.0,False,0.1765603253086648,3.0,1000.0,295.33779226105804
35,DTXSID0020442,,,73.0,0.0,0.0,False,0.1765603253086648,3.0,1000.0,295.33779226105804
36,DTXSID0020444,,,70.0,0.0,0.0,False,0.1765603253086648,3.0,1000.0,295.33779226105804
37,DTXSID0020446,1.4824656278015478,0.0175353287650368,72.0,4.0,0.05555555555555555,True,0.1765603253086648,1.4824656278015478,30.37145707804564,8.96983908118148
38,DTXSID0020448,,,69.0,0.0,0.0,False,0.1765603253086648,3.0,1000.0,295.33779226105804
39,DTXSID0020494,,,68.0,0.0,0.0,False,0.1765603253086648,3.0,1000.0,295.33779226105804
40,DTXSID0020498,1.4379187665547857,0.022991931865063618,70.0,8.0,0.11428571428571428,True,0.1765603253086648,1.4379187665547857,27.41061416879185,8.095390273130658
41,DTXSID0020523,1.3990422370301898,0.17124887183159104,66.0,21.0,0.3181818181818182,True,0.1765603253086648,1.3990422370301898,25.063529949260904,7.40220760148362
42,DTXSID0020527,,,70.0,0.0,0.0,False,0.1765603253086648,3.0,1000.0,295.33779226105804
43,DTXSID0020529,0.47869209178963024,0.7582796372429527,71.0,2.0,0.028169014084507043,False,0.1765603253086648,3.0,1000.0,295.33779226105804
44,DTXSID0020573,1.4694762288727552,0.271303097009265,73.0,17.0,0.2328767123287671,True,0.1765603253086648,1.4694762288727552,29.47652132324055,8.705530731141861
45,DTXSID0020575,,,72.0,0.0,0.0,False,0.1765603253086648,3.0,1000.0,295.33779226105804
46,DTXSID0020577,,,71.0,0.0,0.0,False,0.1765603253086648,3.0,1000.0,295.33779226105804
47,DTXSID0020602,,,69.0,0.0,0.0,False,0.1765603253086648,3.0,1000.0,295.33779226105804
