m4id,aeid,modl,hitc,fitc,coff,model_type,hit_param,hit_val
5880533,5,poly1,0.0,13.0,0.677466434107526,2,top_over_cutoff,0.04403990632504873
5880533,5,poly1,0.0,13.0,0.677466434107526,2,rmse,0.07762968041529139
5880533,5,poly1,0.0,13.0,0.677466434107526,2,a,0.00014917779148230167
5880533,5,poly1,0.0,13.0,0.677466434107526,2,er,-2.7785900783263124
5880533,5,poly1,0.0,13.0,0.677466434107526,2,caikwt,0.6915547577696555
5880533,5,poly1,0.0,13.0,0.677466434107526,2,mll,22.641390411187263
5880533,5,poly1,0.0,13.0,0.677466434107526,2,hitcall,0.0
5880533,5,poly1,0.0,13.0,0.677466434107526,2,ac50,99.9999999999997
5880533,5,poly1,0.0,13.0,0.677466434107526,2,top,0.029835558296460243
5880534,5,poly2,0.9998991914106999,42.0,0.677466434107526,2,top_over_cutoff,1.7627967302562624
5880534,5,poly2,0.9998991914106999,42.0,0.677466434107526,2,rmse,0.14335762786738335
5880534,5,poly2,0.9998991914106999,42.0,0.677466434107526,2,a,4.6582147089984475e-05
5880534,5,poly2,0.9998991914106999,42.0,0.677466434107526,2,er,-2.856468685856446
5880534,5,poly2,0.9998991914106999,42.0,0.677466434107526,2,caikwt,1.470175839747814e-09
5880534,5,poly2,0.9998991914106999,42.0,0.677466434107526,2,mll,18.018854291081382
5880534,5,poly2,0.9998991914106999,42.0,0.677466434107526,2,hitcall,0.9998991914106999
5880534,5,poly2,0.9998991914106999,42.0,0.677466434107526,2,ac50,141.23855038286996
5880534,5,poly2,0.9998991914106999,42.0,0.677466434107526,2,top,1.1942356149031166
5880534,5,poly2,0.9998991914106999,42.0,0.677466434107526,2,b,1.2529995663196203
5880534,5,poly2,0.9998991914106999,42.0,0.677466434107526,2,ac5,44.23910505664463
5880534,5,poly2,0.9998991914106999,42.0,0.677466434107526,2,ac10,62.81995396568786
5880534,5,poly2,0.9998991914106999,42.0,0.677466434107526,2,ac20,89.09814836121039
5880534,5,poly2,0.9998991914106999,42.0,0.677466434107526,2,ac95,194.92007374749244
5880534,5,poly2,0.9998991914106999,42.0,0.677466434107526,2,acc,150.4819650319461
5880535,5,poly1,0.0,13.0,0.677466434107526,2,top_over_cutoff,0.18254560720295346
5880535,5,poly1,0.0,13.0,0.677466434107526,2,rmse,0.07777978868295048
5880535,5,poly1,0.0,13.0,0.677466434107526,2,a,-0.0006183426078688919
5880535,5,poly1,0.0,13.0,0.677466434107526,2,er,-2.6498386257505318
5880535,5,poly1,0.0,13.0,0.677466434107526,2,caikwt,0.15311795827643426
5880535,5,poly1,0.0,13.0,0.677466434107526,2,mll,21.206457468648658
5880535,5,poly1,0.0,13.0,0.677466434107526,2,hitcall,0.0
5880535,5,poly1,0.0,13.0,0.677466434107526,2,ac50,99.9999999999997
5880535,5,poly1,0.0,13.0,0.677466434107526,2,top,-0.123668521573778
5880536,5,poly1,0.0,13.0,0.677466434107526,2,top_over_cutoff,0.04344733089247483
5880536,5,poly1,0.0,13.0,0.677466434107526,2,rmse,0.05550673507975078
5880536,5,poly1,0.0,13.0,0.677466434107526,2,a,-0.00014717054165607382
5880536,5,poly1,0.0,13.0,0.677466434107526,2,er,-3.06500482196857
5880536,5,poly1,0.0,13.0,0.677466434107526,2,caikwt,0.6221868673508504
5880536,5,poly1,0.0,13.0,0.677466434107526,2,mll,28.761419824990735
5880536,5,poly1,0.0,13.0,0.677466434107526,2,hitcall,0.0
5880536,5,poly1,0.0,13.0,0.677466434107526,2,ac50,99.9999999999997
5880536,5,poly1,0.0,13.0,0.677466434107526,2,top,-0.029434108331214678
5880537,5,poly1,0.0,13.0,0.677466434107526,2,top_over_cutoff,0.01914661415384974
5880537,5,poly1,0.0,13.0,0.677466434107526,2,rmse,0.07989117748546215
5880537,5,poly1,0.0,13.0,0.677466434107526,2,a,-6.485594208020656e-05
5880537,5,poly1,0.0,13.0,0.677466434107526,2,er,-2.664741860301507
5880537,5,poly1,0.0,13.0,0.677466434107526,2,caikwt,0.7213209861845896
5880537,5,poly1,0.0,13.0,0.677466434107526,2,mll,21.061649928793962
5880537,5,poly1,0.0,13.0,0.677466434107526,2,hitcall,0.0
5880537,5,poly1,0.0,13.0,0.677466434107526,2,ac50,99.9999999999997
5880537,5,poly1,0.0,13.0,0.677466434107526,2,top,-0.012971188416041272
5880538,5,poly1,0.0,13.0,0.677466434107526,2,top_over_cutoff,0.14269416796411044
5880538,5,poly1,0.0,13.0,0.677466434107526,2,rmse,0.05056898279062788
5880538,5,poly1,0.0,13.0,0.677466434107526,2,a,-0.00048335254569293283
5880538,5,poly1,0.0,13.0,0.677466434107526,2,er,-3.1441605591359036
5880538,5,poly1,0.0,13.0,0.677466434107526,2,caikwt,0.04536118808639916
5880538,5,poly1,0.0,13.0,0.677466434107526,2,mll,30.500902507486742
5880538,5,poly1,0.0,13.0,0.677466434107526,2,hitcall,0.0
5880538,5,poly1,0.0,13.0,0.677466434107526,2,ac50,99.9999999999997
5880538,5,poly1,0.0,13.0,0.677466434107526,2,top,-0.09667050913858628
5880539,5,poly1,0.0,13.0,0.677466434107526,2,top_over_cutoff,0.09913237381077086
5880539,5,poly1,0.0,13.0,0.677466434107526,2,rmse,0.06879391255755371
5880539,5,poly1,0.0,13.0,0.677466434107526,2,a,-0.00033579427895098725
5880539,5,poly1,0.0,13.0,0.677466434107526,2,er,-2.8389049818375653
5880539,5,poly1,0.0,13.0,0.677466434107526,2,caikwt,0.3703526210996181
5880539,5,poly1,0.0,13.0,0.677466434107526,2,mll,24.310705411181353
5880539,5,poly1,0.0,13.0,0.677466434107526,2,hitcall,0.0
5880539,5,poly1,0.0,13.0,0.677466434107526,2,ac50,99.9999999999997
5880539,5,poly1,0.0,13.0,0.677466434107526,2,top,-0.06715885579019724
5880540,5,poly1,2.1734186668994792e-20,13.0,0.677466434107526,2,top_over_cutoff,0.042335577501058104
5880540,5,poly1,2.1734186668994792e-20,13.0,0.677466434107526,2,rmse,0.04752650392159652
5880540,5,poly1,2.1734186668994792e-20,13.0,0.677466434107526,2,a,0.00014340466362762364
5880540,5,poly1,2.1734186668994792e-20,13.0,0.677466434107526,2,er,-3.313632233041634
5880540,5,poly1,2.1734186668994792e-20,13.0,0.677466434107526,2,caikwt,0.6397200813761732
5880540,5,poly1,2.1734186668994792e-20,13.0,0.677466434107526,2,mll,16.35119966291606
5880540,5,poly1,2.1734186668994792e-20,13.0,0.677466434107526,2,hitcall,2.1734186668994792e-20
5880540,5,poly1,2.1734186668994792e-20,13.0,0.677466434107526,2,ac50,99.9999999999997
